Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
304,Jerami Grant,22,PHI,PF,2,0,20.5,3,8.5,0.353,0,1,0,3,7.5,0.4,0.353,2,4,0.5,0,3,3,0,0,2,1.5,2.5,8,,grantje01
304,Jerami Grant,22,OKC,PF,78,4,19.1,1.9,4,0.469,0.6,1.5,0.377,1.3,2.5,0.523,0.539,1.1,1.8,0.619,0.5,2.1,2.6,0.6,0.4,1,0.5,1.8,5.4,,grantje01
305,Anthony Morrow,31,2TM,SG,49,7,14.6,2,5.1,0.389,0.8,2.7,0.308,1.2,2.4,0.479,0.47,0.7,0.8,0.919,0.2,0.4,0.6,0.5,0.5,0,0.1,0.9,5.5,,morroan01
305,Anthony Morrow,31,OKC,SG,40,7,15.7,2.2,5.6,0.386,0.9,3,0.294,1.3,2.6,0.49,0.464,0.6,0.7,0.885,0.3,0.5,0.7,0.5,0.6,0.1,0.2,1,5.8,,morroan01
305,Anthony Morrow,31,CHI,SG,9,0,9.7,1.3,3.2,0.414,0.7,1.6,0.429,0.7,1.7,0.4,0.517,1.2,1.2,1,0.1,0.1,0.2,0.7,0.2,0,0,0.4,4.6,,morroan01
306,Boban Marjanović,28,DET,C,35,0,8.4,2.1,3.8,0.545,0,0,,2.1,3.8,0.545,0.545,1.3,1.7,0.81,1.3,2.4,3.7,0.3,0.2,0.3,0.3,0.7,5.5,,marjabo01
307,Terry Rozier,22,BOS,PG,74,0,17.1,2,5.6,0.367,0.8,2.4,0.318,1.3,3.1,0.405,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,0.9,5.5,,roziete01
308,Paul Zipser,22,CHI,SF,44,18,19.2,2,5,0.398,0.8,2.3,0.333,1.3,2.8,0.451,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,,zipsepa01
309,Joffrey Lauvergne,25,2TM,C,70,1,14,2.1,4.8,0.44,0.5,1.4,0.337,1.6,3.4,0.483,0.49,0.7,1,0.63,1,2.6,3.6,1,0.4,0.1,0.8,1.2,5.4,,lauvejo01
309,Joffrey Lauvergne,25,OKC,PF,50,0,14.8,2.2,4.9,0.455,0.5,1.6,0.346,1.7,3.3,0.506,0.51,0.7,1.2,0.638,1,2.6,3.7,1,0.4,0.1,0.8,1.4,5.7,,lauvejo01
309,Joffrey Lauvergne,25,CHI,C,20,1,12.1,1.9,4.6,0.402,0.3,1,0.3,1.6,3.6,0.431,0.435,0.5,0.8,0.6,1.1,2.4,3.4,1,0.4,0,0.8,0.6,4.5,,lauvejo01
310,Malcolm Delaney,27,ATL,PG,73,2,17.1,2,5.3,0.374,0.4,1.5,0.236,1.6,3.8,0.428,0.407,1,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0,1.3,1.5,5.4,,delanma01
311,Meyers Leonard,24,POR,PF,74,12,16.5,2,5.1,0.386,1,2.9,0.347,1,2.2,0.436,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1,0.2,0.4,0.5,2.3,5.4,,leoname01
312,Alexis Ajinça,28,NOP,C,39,15,15,2.3,4.6,0.5,0,0.1,0,2.3,4.5,0.511,0.5,0.7,1,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,2,5.3,,ajincal01
313,Derrick Jones Jr.,19,PHO,SF,32,8,17,2.1,3.8,0.562,0.1,0.3,0.273,2,3.4,0.591,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2,5.3,,jonesde02
314,Chasson Randle,23,2TM,PG,26,0,11.5,1.5,3.8,0.408,0.6,1.8,0.34,0.9,2,0.471,0.49,1.6,1.7,0.953,0.2,1,1.2,1.3,0.3,0.1,0.7,1.5,5.3,,randlch01
314,Chasson Randle,23,PHI,PG,8,0,9.3,1.5,3.3,0.462,0.8,1.9,0.4,0.8,1.4,0.545,0.577,1.5,1.5,1,0,0.6,0.6,0.8,0.4,0.1,0.4,1.4,5.3,,randlch01
314,Chasson Randle,23,NYK,PG,18,0,12.5,1.6,4,0.389,0.6,1.8,0.313,1,2.2,0.45,0.458,1.6,1.7,0.935,0.3,1.2,1.5,1.6,0.3,0.1,0.9,1.6,5.3,,randlch01
315,Willie Reed,26,MIA,C,71,5,14.5,2.3,4,0.568,0,0.1,0.25,2.3,4,0.573,0.57,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.3,0.7,0.4,1.9,5.3,,reedwi02
316,Omri Casspi,28,3TM,PF,36,2,17.9,2.1,4.6,0.47,0.4,1.2,0.349,1.7,3.4,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1,0.6,0.1,0.8,1.4,5.2,,casspom01
316,Omri Casspi,28,SAC,PF,22,2,18,2.4,5.3,0.453,0.5,1.3,0.379,1.9,4,0.477,0.5,0.5,1,0.571,0.9,3.2,4.1,1.2,0.5,0,0.8,1,5.9,,casspom01
316,Omri Casspi,28,NOP,PF,1,0,24,5,9,0.556,2,4,0.5,3,5,0.6,0.667,0,0,,1,1,2,0,0,0,2,3,12,,casspom01
316,Omri Casspi,28,MIN,PF,13,0,17.1,1.5,2.9,0.5,0.2,0.8,0.2,1.3,2.2,0.607,0.526,0.4,0.6,0.625,0.5,1.1,1.5,0.8,1,0.2,0.8,1.8,3.5,,casspom01
317,Mike Dunleavy,36,2TM,SF,53,2,15.9,1.8,4.2,0.423,1,2.5,0.396,0.8,1.6,0.465,0.543,0.7,0.8,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,1.3,5.2,,dunlemi02
317,Mike Dunleavy,36,CLE,SF,23,2,15.9,1.6,3.9,0.4,0.9,2.5,0.351,0.7,1.4,0.485,0.511,0.6,0.8,0.737,0.2,1.8,2,0.9,0.3,0.1,0.6,1.4,4.6,,dunlemi02
317,Mike Dunleavy,36,ATL,SF,30,0,15.8,1.9,4.3,0.438,1.1,2.6,0.429,0.8,1.8,0.453,0.565,0.7,0.9,0.846,0.4,1.8,2.3,1,0.3,0.2,0.5,1.2,5.6,,dunlemi02
318,Cameron Payne,22,2TM,PG,31,0,14.9,2.1,6.2,0.332,0.9,2.8,0.314,1.2,3.5,0.346,0.402,0.2,0.3,0.625,0.1,1.5,1.5,1.8,0.5,0.1,0.9,1.7,5.2,,payneca01
318,Cameron Payne,22,OKC,PG,20,0,16,2.2,6.5,0.331,0.8,2.6,0.308,1.4,3.9,0.346,0.392,0.2,0.2,1,0.1,1.5,1.6,2,0.5,0.2,0.8,1.9,5.3,,payneca01
318,Cameron Payne,22,CHI,PG,11,0,12.9,1.9,5.7,0.333,1,3.1,0.324,0.9,2.6,0.345,0.421,0.1,0.4,0.25,0.1,1.5,1.5,1.4,0.4,0,1.2,1.3,4.9,,payneca01
319,Randy Foye,33,BRK,SG,69,40,18.6,1.7,4.7,0.363,1,2.9,0.33,0.7,1.8,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2,0.5,0.1,1.2,1.4,5.2,,foyera01
320,Hollis Thompson,25,2TM,SG,40,9,18.8,1.9,5,0.385,0.8,2.4,0.337,1.1,2.6,0.429,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1,,thompho01
320,Hollis Thompson,25,PHI,SG,31,1,18.1,2.1,5.1,0.415,0.8,2.3,0.366,1.3,2.8,0.455,0.497,0.4,0.6,0.65,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5,,thompho01
320,Hollis Thompson,25,NOP,SG,9,8,21.2,1.2,4.6,0.268,0.7,2.7,0.25,0.6,1.9,0.294,0.341,0.7,1,0.667,0.4,2.7,3.1,1,0.7,0,0.2,1.6,3.8,,thompho01
321,Wayne Selden,22,2TM,SG,14,5,16.9,1.8,4.1,0.431,0.5,2,0.25,1.3,2.1,0.6,0.491,1,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,1.3,5.1,,seldewa01
321,Wayne Selden,22,NOP,SG,3,3,15.7,1.7,2.7,0.625,1.3,2.3,0.571,0.3,0.3,1,0.875,0.7,1.3,0.5,0,1.7,1.7,0.3,0.7,0,1,2,5.3,,seldewa01
321,Wayne Selden,22,MEM,SG,11,2,17.2,1.8,4.5,0.4,0.3,1.9,0.143,1.5,2.6,0.586,0.43,1.1,1.6,0.667,0.1,0.9,1,1.1,0.4,0.1,0.8,1.1,5,,seldewa01
322,Dewayne Dedmon,27,SAS,C,76,37,17.5,2.1,3.4,0.622,0,0,,2.1,3.4,0.622,0.622,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,,dedmode01
323,Cheick Diallo,20,NOP,PF,17,0,11.7,2.1,4.5,0.474,0,0,,2.1,4.5,0.474,0.474,0.9,1.2,0.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,1,5.1,,diallch01
324,Shaun Livingston,31,GSW,PG,76,3,17.7,2.3,4.2,0.547,0,0,0.333,2.3,4.1,0.55,0.549,0.6,0.8,0.7,0.4,1.6,2,1.8,0.5,0.3,0.8,1.6,5.1,,livinsh01
325,Luis Scola,36,BRK,PF,36,1,12.8,2,4.2,0.47,0.5,1.4,0.34,1.5,2.8,0.535,0.526,0.7,1,0.676,1.4,2.4,3.9,1,0.4,0.1,0.9,1.8,5.1,,scolalu01
326,Denzel Valentine,23,CHI,SG,57,0,17.1,1.8,5.1,0.354,1.3,3.6,0.351,0.5,1.4,0.363,0.481,0.2,0.3,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,1.5,5.1,,valende01
327,Anthony Bennett,23,BRK,PF,23,1,11.5,1.7,4,0.413,0.6,2.1,0.271,1.1,1.9,0.568,0.484,1.1,1.6,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,0.8,5,,bennean01
328,Aaron Brooks,32,IND,PG,65,0,13.8,1.9,4.6,0.403,0.7,2,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1,1.4,5,,brookaa01
329,Trey Burke,24,WAS,PG,57,0,12.3,2,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5,,burketr01
330,Joakim Noah,31,NYK,C,46,46,22.1,2.2,4.4,0.49,0,0,0,2.2,4.4,0.493,0.49,0.7,1.7,0.436,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,5,,noahjo01
331,Thomas Robinson,25,LAL,PF,48,1,11.7,2.2,4.1,0.536,0,0,0,2.2,4.1,0.538,0.536,0.6,1.4,0.47,1.8,2.9,4.6,0.6,0.5,0.2,1,1.6,5,,robinth01
332,Aron Baynes,30,DET,C,75,2,15.5,1.9,3.7,0.513,0,0,,1.9,3.7,0.513,0.513,1.1,1.3,0.84,1.5,3,4.4,0.4,0.2,0.5,0.7,2.2,4.9,,baynear01
333,Toney Douglas,30,MEM,PG,24,0,16.4,1.8,4.9,0.368,0.3,1.8,0.167,1.5,3.1,0.48,0.397,1,1.2,0.828,0.5,2,2.5,2.3,0.8,0.2,0.9,2.1,4.9,,douglto01
334,Juancho Hernangómez,21,DEN,PF,62,9,13.6,1.6,3.6,0.451,0.7,1.8,0.407,0.9,1.8,0.495,0.554,0.9,1.2,0.75,0.7,2.3,3,0.5,0.5,0.2,0.5,1,4.9,,hernaju01
335,Mario Hezonja,21,ORL,SF,65,2,14.8,1.8,5.1,0.355,0.7,2.2,0.299,1.1,2.9,0.398,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1,0.5,0.2,0.9,1.1,4.9,,hezonma01
336,Josh McRoberts,29,MIA,PF,22,14,17.3,2,5.4,0.373,0.6,1.4,0.419,1.4,4,0.356,0.428,0.3,0.4,0.667,1,2.3,3.4,2.3,0.5,0.2,1,1.4,4.9,,mcrobjo01
337,Tiago Splitter,32,PHI,C,8,0,9.5,1.8,3.9,0.452,0.3,0.8,0.333,1.5,3.1,0.48,0.484,1.1,1.4,0.818,1,1.8,2.8,0.5,0.1,0.1,0.8,1,4.9,,splitti01
338,Luke Babbitt,27,MIA,SF,68,55,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,,babbilu01
339,Jarell Eddie,25,PHO,SF,5,0,12.4,1.2,3.8,0.316,0.8,3.2,0.25,0.4,0.6,0.667,0.421,1.6,1.8,0.889,0.2,1.2,1.4,0,0.2,0,0.2,0.2,4.8,,eddieja01
340,Cristiano Felício,24,CHI,C,66,0,15.8,1.9,3.3,0.579,0,0,,1.9,3.3,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,,feliccr01
341,Kevin Séraphin,27,IND,PF,49,3,11.4,2.2,4,0.551,0,0,0,2.2,4,0.556,0.551,0.3,0.4,0.636,0.8,2.1,2.9,0.5,0.1,0.4,0.6,1.3,4.7,,serapke01
342,Roy Hibbert,30,2TM,C,48,13,14.2,1.7,3.1,0.544,0,0,,1.7,3.1,0.544,0.544,1.3,1.6,0.813,1.1,2,3.2,0.4,0.2,1,0.7,2.1,4.6,,hibbero01
342,Roy Hibbert,30,CHO,C,42,13,16,1.9,3.4,0.542,0,0,,1.9,3.4,0.542,0.542,1.5,1.8,0.813,1.3,2.3,3.6,0.5,0.2,1,0.7,2.3,5.2,,hibbero01
342,Roy Hibbert,30,DEN,C,6,0,1.8,0.3,0.5,0.667,0,0,,0.3,0.5,0.667,0.667,0,0,,0.2,0.2,0.3,0.2,0,0.3,0.2,0.5,0.7,,hibbero01
343,Isaiah Canaan,25,CHI,SG,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1,2,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0,0.5,0.9,4.6,,canaais01
344,Boris Diaw,34,UTA,PF,73,33,17.6,2,4.5,0.446,0.3,1.1,0.247,1.7,3.4,0.512,0.477,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6,,diawbo01
345,Kris Humphries,31,ATL,PF,56,4,12.3,1.6,3.8,0.407,0.3,1,0.352,1.2,2.9,0.425,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,1.2,4.6,,humphkr01
346,David West,36,GSW,C,68,0,12.6,2,3.7,0.536,0,0.1,0.375,1.9,3.6,0.541,0.542,0.6,0.8,0.768,0.7,2.3,3,2.2,0.6,0.7,1.1,1.5,4.6,,westda01
347,Corey Brewer,30,2TM,SF,82,11,15.6,1.8,4.2,0.422,0.3,1.4,0.229,1.5,2.8,0.522,0.461,0.6,0.8,0.735,0.4,1.6,2,1.2,0.7,0.2,0.7,1.6,4.5,,breweco01
347,Corey Brewer,30,HOU,SF,58,8,15.9,1.6,3.9,0.414,0.4,1.6,0.234,1.2,2.3,0.541,0.463,0.6,0.8,0.727,0.4,1.6,2,1.1,0.6,0.2,0.6,1.8,4.2,,breweco01
347,Corey Brewer,30,LAL,SF,24,3,14.9,2.2,5,0.438,0.2,1,0.208,2,4,0.495,0.459,0.8,1,0.75,0.5,1.7,2.2,1.5,1,0.3,0.8,1.2,5.4,,breweco01
348,Dāvis Bertāns,24,SAS,PF,67,6,12.1,1.5,3.5,0.44,1,2.6,0.399,0.5,0.9,0.557,0.588,0.4,0.5,0.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,,bertada01
349,Reggie Bullock,25,DET,SF,31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,,bullore01
350,C.J. Watson,32,ORL,PG,62,9,16.3,1.5,4,0.387,0.5,1.7,0.305,1,2.3,0.448,0.452,0.9,1.1,0.864,0.3,1.2,1.4,1.8,0.7,0,0.8,1.4,4.5,,watsocj01
351,Reggie Williams,30,NOP,SF,6,0,13.2,1.3,3.8,0.348,0.8,1.8,0.455,0.5,2,0.25,0.457,1,1.2,0.857,0.3,0.7,1,0.7,0.5,0,0,0.3,4.5,,willire02
352,Pierre Jackson,25,DAL,PG,8,1,10.5,1.6,4.9,0.333,0.4,1.4,0.273,1.3,3.5,0.357,0.372,0.8,0.9,0.857,0.1,1,1.1,2.4,0.3,0,0.4,0.6,4.4,,jackspi01
353,Stanley Johnson,20,DET,SF,77,1,17.8,1.7,4.7,0.353,0.6,2,0.292,1.1,2.7,0.398,0.415,0.5,0.7,0.679,0.5,2,2.5,1.4,0.7,0.3,0.9,1.6,4.4,,johnsst04
354,Jordan McRae,25,CLE,SG,37,4,10.4,1.6,4.1,0.387,0.5,1.4,0.353,1.1,2.7,0.404,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4,,mcraejo01
355,Donatas Motiejūnas,26,NOP,PF,34,0,14.1,1.7,4.1,0.413,0.3,1.4,0.234,1.4,2.7,0.505,0.453,0.7,1.4,0.51,0.8,2.2,3,0.9,0.5,0.3,0.9,1.6,4.4,,motiedo01
356,Lucas Nogueira,24,TOR,C,57,6,19.1,1.8,2.7,0.66,0.1,0.2,0.25,1.8,2.5,0.694,0.67,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,2.4,4.4,,noguelu01
357,Jarrod Uthoff,23,DAL,PF,9,0,12.8,1.8,4.2,0.421,0.3,1,0.333,1.4,3.2,0.448,0.461,0.6,0.8,0.714,0.9,1.6,2.4,1,0.2,0.4,0.3,0.9,4.4,,uthofja01
358,Noah Vonleh,21,POR,PF,74,41,17.1,1.8,3.6,0.481,0.1,0.3,0.35,1.7,3.4,0.492,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,2.1,4.4,,vonleno01
359,Tyler Ennis,22,2TM,PG,53,2,11.1,1.7,3.9,0.433,0.5,1.3,0.386,1.2,2.6,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0,0.8,1.1,4.3,,ennisty01
359,Tyler Ennis,22,HOU,PG,31,0,6.3,0.8,2.1,0.391,0.2,0.5,0.375,0.6,1.5,0.396,0.438,0.1,0.1,0.667,0.1,0.5,0.6,1.1,0.2,0,0.8,0.9,1.9,,ennisty01
359,Tyler Ennis,22,LAL,PG,22,2,17.8,3,6.5,0.451,1,2.5,0.389,2,4.1,0.489,0.524,0.9,1,0.864,0.2,1,1.2,2.4,0.9,0.1,1,1.3,7.7,,ennisty01
360,Ed Davis,27,POR,PF,46,12,17.2,1.6,3.1,0.528,0,0,,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3,4.3,,davised01
361,Dorian Finney-Smith,23,DAL,PF,81,35,20.3,1.5,4.1,0.372,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,,finnedo01
362,K.J. McDaniels,23,2TM,SF,49,0,10.3,1.6,3.4,0.456,0.4,1.3,0.303,1.2,2.1,0.553,0.515,0.7,0.8,0.842,0.3,1.4,1.7,0.3,0.4,0.4,0.6,1,4.2,,mcdankj01
362,K.J. McDaniels,23,HOU,SF,29,0,7.3,1.1,2.3,0.456,0.3,0.9,0.333,0.8,1.4,0.537,0.522,0.3,0.3,0.9,0.2,0.8,1,0.1,0.2,0.3,0.3,0.8,2.8,,mcdankj01
362,K.J. McDaniels,23,BRK,SF,20,0,14.7,2.3,5.1,0.455,0.6,2,0.282,1.8,3.1,0.565,0.51,1.2,1.4,0.821,0.5,2.2,2.6,0.5,0.6,0.5,1,1.3,6.3,,mcdankj01
363,Brandon Rush,31,MIN,SG,47,33,21.9,1.5,4,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1,0.5,0.5,0.6,0.9,4.2,,rushbr01
364,Pascal Siakam,22,TOR,PF,55,38,15.6,1.9,3.7,0.502,0,0.1,0.143,1.9,3.6,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2,4.2,,siakapa01
365,Ron Baker,23,NYK,SG,52,13,16.5,1.6,4.2,0.378,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.8,0.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,,bakerro01
366,Shabazz Napier,25,POR,PG,53,2,9.7,1.4,3.5,0.399,0.6,1.7,0.37,0.7,1.7,0.429,0.492,0.7,0.9,0.776,0.2,1,1.2,1.3,0.6,0,0.8,0.7,4.1,,napiesh01
367,Jason Terry,39,MIL,SG,74,0,18.4,1.4,3.3,0.432,1,2.3,0.427,0.4,1,0.444,0.582,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4.1,,terryja01
368,Edy Tavares,24,2TM,C,2,0,14,2,2.5,0.8,0,0,,2,2.5,0.8,0.8,0,1.5,0,2,3.5,5.5,0.5,0,3,1,1.5,4,,tavarwa01
368,Edy Tavares,24,ATL,C,1,0,4,1,1,1,0,0,,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,2,,tavarwa01
368,Edy Tavares,24,CLE,C,1,0,24,3,4,0.75,0,0,,3,4,0.75,0.75,0,1,0,4,6,10,1,0,6,2,3,6,,tavarwa01
369,Kay Felder,21,CLE,PG,42,0,9.2,1.5,3.8,0.392,0.2,0.5,0.318,1.3,3.2,0.404,0.415,0.8,1.2,0.714,0.1,0.9,1,1.4,0.4,0.2,0.7,0.9,4,,feldeka01
370,Justin Harper,27,PHI,PF,3,0,10.3,1.7,4,0.417,0.7,2.3,0.286,1,1.7,0.6,0.5,0,0,,0.7,1,1.7,0.7,0,0,1.3,0.7,4,,harpeju01
371,Thon Maker,19,MIL,C,57,34,9.9,1.5,3.2,0.459,0.5,1.3,0.378,1,1.9,0.514,0.536,0.6,0.9,0.653,0.7,1.3,2,0.4,0.2,0.5,0.3,1.5,4,,makerth01
372,Patrick McCaw,21,GSW,SG,71,20,15.1,1.5,3.5,0.433,0.6,1.7,0.333,0.9,1.7,0.533,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,0.9,4,,mccawpa01
373,Anthony Brown,24,2TM,SF,11,0,14.5,1.6,4.5,0.36,0.6,2.5,0.259,1,2.1,0.478,0.43,0,0,,0.7,2.3,3,0.7,0.5,0.1,0.5,1.4,3.9,,brownan02
373,Anthony Brown,24,NOP,SF,9,0,15.9,1.6,4.6,0.341,0.7,2.7,0.25,0.9,1.9,0.471,0.415,0,0,,0.7,2.2,2.9,0.7,0.6,0.1,0.6,1.4,3.8,,brownan02
373,Anthony Brown,24,ORL,SF,2,0,8,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0,0,,1,2.5,3.5,1,0,0,0.5,1,4.5,,brownan02
374,Jarell Martin,22,MEM,PF,42,3,13.3,1.4,3.6,0.384,0.2,0.6,0.36,1.2,3,0.389,0.414,1,1.2,0.8,1,2.9,3.9,0.2,0.4,0.2,0.7,2.2,3.9,,martija01
375,Malik Beasley,20,DEN,SG,22,1,7.5,1.5,3.3,0.452,0.4,1.3,0.321,1.1,2,0.533,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0,0.4,0.5,3.8,,beaslma01
376,Kris Dunn,22,MIN,PG,78,7,17.1,1.5,4,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1,0.5,1.1,2.3,3.8,,dunnkr01
377,Jonas Jerebko,29,BOS,PF,78,6,15.8,1.5,3.4,0.435,0.6,1.7,0.346,0.9,1.7,0.523,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,1.6,3.8,,jerebjo01
378,Malachi Richardson,21,SAC,SG,22,0,9,1.3,3.1,0.412,0.4,1.3,0.286,0.9,1.8,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1,0.5,0.2,0,0.4,1,3.6,,richama01
379,Johnny O'Bryant,23,2TM,PF,11,0,7.3,1.4,2.7,0.5,0.3,0.5,0.5,1.1,2.2,0.5,0.55,0.5,0.5,0.833,0.8,0.9,1.7,0.5,0,0.1,0.5,0.9,3.5,,obryajo01
379,Johnny O'Bryant,23,DEN,PF,7,0,6.6,1,2.1,0.467,0.3,0.4,0.667,0.7,1.7,0.417,0.533,0.6,0.6,1,0.7,0.9,1.6,0.3,0,0.1,0.4,0.6,2.9,,obryajo01
379,Johnny O'Bryant,23,CHO,PF,4,0,8.5,2,3.8,0.533,0.3,0.8,0.333,1.8,3,0.583,0.567,0.3,0.5,0.5,1,1,2,1,0,0,0.8,1.5,4.5,,obryajo01
380,Tyus Jones,20,MIN,PG,60,0,12.9,1.3,3,0.414,0.4,1.2,0.356,0.8,1.8,0.454,0.486,0.6,0.7,0.767,0.2,1,1.1,2.6,0.8,0.1,0.6,0.8,3.5,,jonesty01
381,Adreian Payne,25,MIN,PF,18,0,7.5,1.3,3,0.426,0.2,0.8,0.2,1.1,2.2,0.513,0.454,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,1.8,3.5,,paynead01
382,Brian Roberts,31,CHO,PG,41,2,10.1,1.1,3,0.377,0.4,1.1,0.386,0.7,1.9,0.372,0.447,0.8,1,0.846,0.1,0.8,1,1.3,0.2,0,0.6,0.4,3.5,,roberbr01
383,Rashad Vaughn,20,MIL,SG,41,2,11.2,1.4,3.8,0.365,0.6,2,0.321,0.8,1.8,0.413,0.449,0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,,vaughra01
384,Tyler Zeller,27,BOS,C,51,5,10.3,1.5,3.1,0.494,0,0,0,1.5,3.1,0.497,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,1.2,3.5,,zellety01
385,José Calderón,35,2TM,PG,41,13,13.1,1.3,3.3,0.41,0.5,1.6,0.313,0.9,1.7,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0,1,0.9,3.4,,caldejo01
385,José Calderón,35,LAL,PG,24,11,12.2,1.3,3.2,0.416,0.5,1.4,0.353,0.8,1.8,0.465,0.494,0.2,0.2,1,0.3,1.4,1.8,2.1,0.3,0,1.1,0.9,3.3,,caldejo01
385,José Calderón,35,ATL,PG,17,2,14.5,1.4,3.4,0.404,0.5,1.8,0.267,0.9,1.6,0.556,0.474,0.4,0.5,0.875,0.4,1.5,1.9,2.2,0.2,0,0.9,0.8,3.6,,caldejo01
386,Kyle Anderson,23,SAS,SF,72,14,14.2,1.3,2.9,0.445,0.2,0.6,0.375,1.1,2.3,0.462,0.481,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,0.9,3.4,,anderky01
387,Dragan Bender,19,PHO,PF,43,0,13.3,1.3,3.7,0.354,0.7,2.3,0.277,0.7,1.4,0.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,1.7,3.4,,bendedr01
388,Dejounte Murray,20,SAS,PG,38,8,8.5,1.3,3.1,0.431,0.2,0.6,0.391,1.1,2.4,0.441,0.47,0.6,0.8,0.7,0.2,0.9,1.1,1.3,0.2,0.2,1,0.8,3.4,,murrade01
